Branch_code,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
BTP,TOYOTA,1,108,0.0409,5,60500
TPI,PROTON,1,108,0.0484,6,33600
KTN,NISSAN,0,108,0.04,7,100000
KLU,HONDA,1,108,0.0404,7,68500
BTP,TOYOTA,1,84,0.039,5,70000
BKI,PERODUA,1,108,0.0493,4,33500
TPI,NISSAN,0,108,0.0402,8,128600
KMA,HONDA,1,108,0.0398,6,56000
KMA,PERODUA,1,60,0.040999999999999995,6,60000
PCJ,MERCEDES BENZ,1,84,0.0383,7,200000
SPM,PERODUA,1,36,0.0629,5,10000
KLA,HONDA,1,60,0.0401,9,50000
KGR,TOYOTA,1,84,0.0403,6,40000
IIS,MAZDA,1,108,0.04,6,110000
TPI,HONDA,1,108,0.0402,7,127600
KKB,HONDA,1,108,0.0408,5,80800
MUR,HONDA,1,108,0.04,6,76400
SEN,PROTON,1,36,0.053,10,20000
TAB,KIA,1,60,0.0387,9,171000
ASB,PERODUA,1,84,0.0453,5,38000
MLK,PROTON,0,108,0.0488,5,34000
KMA,NISSAN,1,108,0.0402,5,127000
TPI,MAZDA,1,84,0.0383,5,134000
KTA,PERODUA,1,108,0.046,4,40000
MLK,PROTON,0,108,0.0495,3,34500
SGG,TOYOTA,1,108,0.0401,7,89700
TMD,PERODUA,1,84,0.0418,9,70000
KLA,PROTON,0,108,0.0399,6,95000
TPI,TOYOTA,1,84,0.0391,6,100000
BKI,PERODUA,1,108,0.0485,5,49000
SS2,NISSAN,1,84,0.0384,5,90000
ATH,TOYOTA,1,60,0.0403,8,50000
KLU,PERODUA,1,108,0.0463,4,39000
TMD,PERODUA,1,108,0.0462,6,41400
BTU,NISSAN,0,108,0.0405,9,116000
KK2,TOYOTA,1,60,0.0393,6,60000
PTH,TOYOTA,1,60,0.0394,9,65000
TPI,HONDA,1,84,0.0401,8,60000
SRB,HONDA,1,108,0.04,6,70000
PKG,PERODUA,1,108,0.048,5,33700
PTN,TOYOTA,1,84,0.0395,6,60000
BKI,PROTON,1,108,0.0495,5,37000
TIN,PERODUA,1,60,0.048,4,20000
MJL,PERODUA,1,60,0.0465,6,35000
TPI,VOLKSWAGEN,0,108,0.0397,9,152000
AMP,PERODUA,1,60,0.045,6,50000
SJA,TOYOTA,1,84,0.0387,7,117000
TPL,PERODUA,1,84,0.0474,5,31000
TPI,PERODUA,1,108,0.0489,7,31900
IPH,PERODUA,1,60,0.0476,6,34600
JKU,PROTON,1,84,0.0395,7,95800
SS2,TOYOTA,1,108,0.039,9,247000
KEP,PERODUA,1,60,0.0446,5,40000
SHG,LEXUS,0,36,0.04,10,80000
TPI,PERODUA,1,108,0.048,10,49200
KLA,HONDA,1,108,0.0399,5,83000
MUR,HONDA,1,108,0.039,6,139000
BMC,PROTON,1,108,0.0488,4,36700
TPI,HONDA,1,60,0.0388,9,60000
MLK,PERODUA,1,108,0.0507,4,28700
ATW,MAZDA,1,36,0.0413,9,50000
PCJ,PERODUA,1,60,0.0483,10,20000
JLG,PROTON,1,108,0.0457,6,45000
SWY,PROTON,1,48,0.0397,8,60000
JLG,MERCEDES BENZ,0,108,0.0396,9,228000
PCJ,PERODUA,1,36,0.0485,8,30000
YPG,HONDA,1,108,0.0401,5,100000
UEP,PROTON,1,84,0.0394,7,79000
TPI,PROTON,0,108,0.049,5,38800
TAI,HONDA,1,108,0.0405,5,77500
BTP,HONDA,1,36,0.0403,7,80000
SRB,VOLKSWAGEN,1,108,0.0396,7,87000
SBW,MITSUBISHI,0,108,0.0417,5,90000
TPI,TOYOTA,1,60,0.0404,6,44000
JKN,PROTON,1,84,0.046,5,36500
PAP,HONDA,1,84,0.0391,6,98000
MJL,PERODUA,1,108,0.0504,5,32000
BKS,PROTON,1,108,0.0483,5,34900
JKL,PROTON,1,72,0.0387,9,90000
KRP,HONDA,1,84,0.0399,5,66000
TMD,PROTON,1,108,0.0475,5,64200
MSG,TOYOTA,0,60,0.0378,9,200000
BKI,PROTON,1,84,0.0394,9,100000
APR,PERODUA,1,60,0.049,5,35700
BKI,PERODUA,0,108,0.0493,6,33500
TAB,KIA,1,84,0.0394,7,87000
SS2,VOLKSWAGEN,1,72,0.0383,9,133000
TPI,PERODUA,1,84,0.046,6,50000
BBD,PERODUA,1,108,0.0497,5,50200
CAM,KIA,1,108,0.0396,6,120000
BCM,VOLKSWAGEN,1,84,0.040999999999999995,4,50000
TPI,PERODUA,1,84,0.0415,8,72500
KKB,PROTON,1,108,0.0491,5,29000
TPI,KIA,1,36,0.0444,9,30000
BTN,PROTON,1,108,0.0461,6,62000
UKP,PERODUA,1,108,0.0414,6,72400
PJC,PROTON,1,108,0.0485,5,63000
KBH,PERODUA,1,108,0.0503,10,20800
RHP,PERODUA,1,108,0.05,4,38000
ATW,PROTON,1,108,0.0483,3,31400
KMA,HYUNDAI,0,108,0.0401,6,95000
SHG,PROTON,1,84,0.049,3,32000
KLA,MERCEDES BENZ,1,84,0.0382,9,282000
PCJ,MINI,1,60,0.0379,9,159000
SRB,HONDA,1,108,0.0404,5,70000
JIP,MAZDA,0,84,0.0399,5,100000
KRP,PERODUA,1,84,0.0412,9,73600
PJC,PEUGEOT,1,108,0.0402,9,144500
TPI,PERODUA,1,108,0.0466,6,34700
SS2,NISSAN,1,108,0.0397,9,102000
MLK,HONDA,1,108,0.0407,5,68500
SEK,PERODUA,1,108,0.0475,5,30000
RHP,PERODUA,1,84,0.046,5,31700
SBW,TOYOTA,1,84,0.0395,6,108000
KMA,PROTON,1,84,0.0481,10,34000
JKN,NISSAN,0,60,0.04,6,70000
TPI,PERODUA,1,60,0.0455,5,44000
SRB,PERODUA,1,60,0.045,5,40000
KLA,PERODUA,1,84,0.0417,6,59500
KTA,PROTON,1,108,0.0482,5,32700
TPI,PERODUA,1,108,0.0456,5,47100
KRP,MITSUBISHI,1,108,0.04,8,104800
KCH,PERODUA,1,108,0.049,6,51000
DCM,PERODUA,1,108,0.0458,6,43400
SRE,HONDA,1,84,0.039,6,109000
JLG,NISSAN,1,84,0.0407,6,63000
BKI,PERODUA,1,108,0.0485,5,48200
RHP,PERODUA,1,60,0.0415,8,50000
KTN,PROTON,0,108,0.0495,4,36000
KBH,PERODUA,1,108,0.0425,5,64200
TGK,PROTON,1,36,0.0465,8,42000
KOT,PERODUA,1,84,0.048,5,40000
JIP,NISSAN,1,108,0.0402,9,120000
PCJ,TOYOTA,1,84,0.0388,7,80000
KLA,HONDA,1,108,0.0399,5,66000
JLG,HONDA,1,108,0.0397,8,80000
SRE,TOYOTA,1,108,0.0395,5,55800
RUB,PERODUA,1,84,0.0455,5,38900
STX,NISSAN,1,108,0.0398,7,142000
STW,PROTON,1,60,0.0388,6,100000
SRB,PERODUA,1,72,0.0454,5,40000
TPI,PROTON,1,84,0.0394,7,101800
BBB,PERODUA,1,60,0.0471,4,30000
BKI,ISUZU,1,108,0.0405,6,100000
CRS,PROTON,0,60,0.048,7,33800
TPI,PERODUA,1,108,0.046,5,45000
TPI,HONDA,1,84,0.0396,6,69000
MLR,PROTON,1,108,0.048,6,36300
SMY,HONDA,1,108,0.04,5,61000
BKI,NISSAN,0,108,0.040999999999999995,6,65000
MTB,PROTON,1,108,0.0398,6,101000
BKF,PERODUA,1,60,0.0454,8,35000
BKI,PERODUA,0,108,0.05,2,29600
TWU,PERODUA,1,108,0.0466,4,46000
SRB,PERODUA,1,108,0.0459,5,50000
KMA,MAZDA,1,60,0.0384,9,100000
SS2,NISSAN,1,108,0.039,9,91000
LHD,PROTON,1,108,0.0485,7,32800
KLG,HONDA,1,84,0.0405,7,50000
TPI,HONDA,1,84,0.039,7,122000
SAP,PROTON,1,84,0.0394,9,100000
TAB,KIA,1,84,0.0392,9,170000
TPI,PROTON,1,108,0.048,5,37000
TPI,MAZDA,1,84,0.0398,6,70000
RWG,HONDA,1,60,0.0388,6,60000
KLG,PERODUA,1,108,0.0459,4,46900
SS2,MAZDA,1,36,0.0394,10,100000
ASR,PERODUA,1,60,0.0415,10,50000
TPI,TOYOTA,1,84,0.039,10,120000
SRB,PERODUA,1,108,0.047,5,32000
TPI,PERODUA,1,108,0.0485,5,21000
TPI,PERODUA,1,108,0.0483,6,47000
MLK,PERODUA,0,108,0.0494,5,33800
KPL,PERODUA,1,108,0.047,5,39000
INM,MAZDA,1,84,0.0393,7,80000
RHP,FORD,1,108,0.0396,7,110000
PCJ,HONDA,1,108,0.0393,7,120000
BBB,PROTON,1,108,0.0478,3,38100
JKN,PERODUA,1,108,0.0419,6,72000
RHP,TOYOTA,1,60,0.0395,6,63000
PLG,PERODUA,0,84,0.0488,5,36900
RHP,TOYOTA,1,108,0.0392,3,75900
KTA,PERODUA,1,84,0.0457,4,41500
TPI,HONDA,1,84,0.0395,5,71000
SKD,PERODUA,1,72,0.0455,7,39000
PCH,HONDA,1,108,0.0388,7,128000
TPI,HYUNDAI,1,108,0.0398,9,140800
SDK,PERODUA,1,84,0.0485,5,31500
BTU,TOYOTA,1,108,0.0403,5,81000
TPL,PERODUA,1,60,0.0439,6,50000
TSK,PERODUA,0,108,0.0502,5,33800
TPI,PROTON,0,60,0.0505,10,24200
TPI,PROTON,1,108,0.0503,4,36600
KRP,MITSUBISHI,1,108,0.0399,7,122000
SAT,PERODUA,0,108,0.0486,5,59800
TWU,PROTON,1,60,0.0388,9,113700
STP,PROTON,1,108,0.0505,4,34500
SBW,PERODUA,1,108,0.049,5,33900
PCJ,HONDA,1,108,0.04,5,60000
KMT,PERODUA,1,108,0.0488,5,38900
PNG,HONDA,1,84,0.0401,6,40000
TPI,PROTON,1,108,0.048,5,36000
ATH,PERODUA,1,60,0.0458,9,38500
TMD,MERCEDES BENZ,1,36,0.0389,9,100000
JIP,TOYOTA,1,84,0.0394,6,78000
PCJ,PERODUA,1,108,0.049,5,46600
PMJ,PERODUA,1,108,0.0455,7,49700
TPI,TOYOTA,1,60,0.0389,9,73000
BTU,HONDA,1,108,0.0404,5,72000
LHD,NISSAN,1,108,0.0398,8,115000
KPR,PROTON,1,84,0.047,3,25000
KRP,MITSUBISHI,0,108,0.04,5,104400
SEK,PROTON,1,108,0.0479,5,36900
KLA,TOYOTA,1,108,0.0405,6,62000
IIS,NISSAN,1,108,0.0405,5,66100
RHP,TOYOTA,1,108,0.0401,5,56000
PCJ,BMW,1,84,0.0382,9,200000
SAL,PERODUA,1,108,0.0465,6,37500
TPI,TOYOTA,1,60,0.04,8,50000
JTA,PERODUA,1,60,0.0483,5,20000
PNG,HONDA,1,60,0.0407,10,40000
SBW,TOYOTA,1,84,0.0386,9,100000
KRP,TOYOTA,1,108,0.0393,7,70000
KLA,PROTON,1,108,0.0507,6,31900
KLA,NISSAN,0,84,0.0393,7,106900
TMD,MITSUBISHI,1,108,0.0398,8,124000
BKI,PERODUA,1,108,0.0487,5,45000
KMN,HONDA,1,108,0.0403,6,82000
SS2,PERODUA,1,84,0.0426,5,72000
SKD,PERODUA,1,84,0.0465,6,46600
BKI,PROTON,1,108,0.0492,5,36000
RHP,PERODUA,1,108,0.0491,8,42000
KLA,MAZDA,1,108,0.0399,6,139000
BTP,PROTON,1,84,0.0458,5,35000
BBM,PERODUA,0,108,0.0482,5,50000
TSQ,BMW,1,108,0.039,7,160000
PCJ,MITSUBISHI,0,108,0.0406,5,66000
KLA,MAZDA,1,60,0.0386,9,140000
BKI,PERODUA,1,108,0.0485,6,34500
KLA,PERODUA,1,84,0.0483,5,41700
AMP,PERODUA,1,108,0.0414,7,72000
TSR,MAZDA,1,108,0.0398,9,150000
TPI,PROTON,1,108,0.0475,7,64300
PCJ,HYUNDAI,1,84,0.0378,9,190000
MSG,TOYOTA,1,108,0.040999999999999995,10,66700
SBN,TOYOTA,1,108,0.04,6,79000
BKI,TOYOTA,1,108,0.0394,7,78600
KIP,MAZDA,1,108,0.039,6,130000
STW,PERODUA,1,84,0.0414,9,68000
BDR,MERCEDES BENZ,1,60,0.0374,8,250000
RHP,PERODUA,1,84,0.0491,3,23000
TPI,PERODUA,1,84,0.046,6,45800
SPE,PERODUA,1,60,0.0483,5,20000
KMA,SUBARU,1,108,0.0405,6,125500
MUR,PROTON,1,108,0.0402,5,85000
PNG,BMW,1,108,0.0386,7,170000
KMA,BMW,1,96,0.0385,9,312000
KLA,TOYOTA,1,60,0.040999999999999995,5,34500
TPI,PERODUA,1,108,0.0462,6,49600
KRP,PERODUA,1,108,0.0462,7,48600
BKI,PERODUA,1,108,0.0505,4,23000
PCJ,PERODUA,1,108,0.0468,6,32600
TMD,PERODUA,1,108,0.048,5,32000
TPI,KIA,1,60,0.0403,9,48000
TPI,TOYOTA,1,108,0.0398,7,139000
STL,PERODUA,0,108,0.0505,3,21500
BKI,PERODUA,1,108,0.0472,4,39000
TPI,MAZDA,1,60,0.0407,6,40000
SS2,KIA,1,60,0.0386,7,105000
MTB,PERODUA,1,108,0.0479,6,50000
BKI,PROTON,1,108,0.0496,4,31000
PCH,PERODUA,1,108,0.0494,5,38500
TMD,PERODUA,1,60,0.0439,7,50000
BKI,PERODUA,0,108,0.0492,4,36000
MUR,HONDA,1,60,0.0392,6,50000
RHP,NISSAN,1,108,0.0399,7,128300
JLG,PERODUA,1,108,0.0487,5,31000
BKI,MITSUBISHI,0,108,0.0405,6,116000
UEP,SUBARU,0,84,0.0396,5,88000
KMN,KIA,1,108,0.0392,9,148000
KTA,HONDA,1,108,0.0398,5,71000
BTG,PERODUA,1,84,0.0414,7,69000
IIS,PERODUA,1,108,0.0467,6,33000
TMH,NISSAN,1,60,0.0386,9,90000
BTP,PERODUA,1,84,0.047,5,38900
KLA,PROTON,1,84,0.0463,5,39000
TGM,PERODUA,1,108,0.0471,4,32100
KLA,HONDA,1,108,0.0393,6,68900
KTA,HONDA,1,108,0.0396,7,120000
MLK,HONDA,1,108,0.0389,6,105500
STW,TOYOTA,1,84,0.0388,7,67000
MUR,TOYOTA,1,108,0.0387,6,130000
JLG,PERODUA,1,60,0.0469,7,29600
TPI,PERODUA,1,60,0.0474,7,30000
BKI,PROTON,1,84,0.0393,6,87100
KMT,PROTON,1,108,0.048,4,41000
TPI,PROTON,1,108,0.0493,3,35000
KTA,PERODUA,1,108,0.05,10,31800
RHP,PERODUA,1,60,0.0446,6,39600
PCJ,NISSAN,1,60,0.0387,10,100000
CPB,HONDA,1,108,0.0409,5,58400
PCJ,TOYOTA,1,108,0.0393,5,65000
SEG,PROTON,1,108,0.0486,2,28000
SRB,PROTON,1,108,0.0409,7,60000
MLK,PEUGEOT,0,108,0.0401,7,145000
PMJ,MAZDA,1,108,0.0382,8,120000
ASB,PERODUA,1,108,0.0411,6,65000
PCJ,HONDA,1,108,0.0397,5,63000
TPI,PERODUA,1,108,0.048,6,46000
RUB,PERODUA,1,108,0.0422,6,65000
TIN,PERODUA,1,108,0.048,5,50200
KRP,PROTON,1,108,0.0399,6,90000
RHP,KIA,1,60,0.0418,10,30000
KLA,PERODUA,1,108,0.0482,5,50000
LBN,TOYOTA,1,108,0.0405,6,100000
UEP,HONDA,1,84,0.0392,9,98000
BHU,TOYOTA,1,108,0.0393,5,69600
RHP,PERODUA,1,108,0.0427,4,56000
KJG,PROTON,1,108,0.049,7,38000
MLK,PERODUA,1,108,0.0414,6,73800
PCJ,PROTON,1,60,0.044000000000000004,8,46100
TIN,PERODUA,1,108,0.0505,5,33800
TPI,TOYOTA,0,84,0.0393,10,110000
KBU,PERODUA,1,108,0.0462,5,46900
TPI,HONDA,1,60,0.04,5,50000
TPI,PERODUA,1,108,0.0459,10,50700
KLA,PERODUA,1,60,0.0454,5,40000
JKN,PROTON,1,84,0.0381,9,102000
JKN,PERODUA,1,108,0.0414,5,72000
BTP,PERODUA,1,108,0.0479,8,50500
PTN,HONDA,1,108,0.0398,8,149000
BMC,HONDA,1,108,0.0404,5,68690
IIS,PROTON,1,108,0.0487,3,46000
BTP,PROTON,1,60,0.0387,7,114000
MTB,PROTON,1,60,0.0403,9,50000
IIS,TOYOTA,1,108,0.0403,6,79000
PCJ,KIA,1,84,0.0386,9,127000
SRB,HONDA,1,108,0.0393,5,68000
KTA,PERODUA,1,84,0.049,9,32000
MUR,PERODUA,1,108,0.0486,5,34900
KBH,HONDA,1,108,0.0388,5,110000
CHG,PERODUA,1,108,0.0422,5,74300
TPI,NISSAN,1,108,0.0393,5,64800
PCJ,HONDA,1,60,0.0399,6,40000
TIN,PERODUA,1,108,0.0498,6,23800
KMA,HONDA,1,84,0.039,9,71000
PCJ,NISSAN,1,84,0.039,6,120000
RHP,MAZDA,1,84,0.038,9,171900
MUR,TOYOTA,1,36,0.0426,7,40000
CHG,PROTON,1,108,0.0488,4,33800
MAS,HONDA,1,108,0.0391,7,79100
BEN,HONDA,1,108,0.0401,7,109400
LHD,NISSAN,1,48,0.0393,7,81500
KUI,PERODUA,1,60,0.0453,7,35900
TDI,TOYOTA,1,60,0.0382,9,176000
SLG,NISSAN,1,108,0.0394,7,114900
SRB,PERODUA,1,108,0.0418,5,70000
PCJ,PEUGEOT,1,108,0.0398,9,73000
MLK,HONDA,1,108,0.039,7,76000
KPR,HONDA,1,36,0.0427,6,40000
TPI,KIA,1,60,0.0402,6,47000
PRA,HONDA,1,108,0.0398,6,140000
KMA,HONDA,1,108,0.0401,9,156900
BBM,PERODUA,1,108,0.0464,5,50200
SDK,PROTON,1,108,0.048,4,36000
SEG,HONDA,1,24,0.0437,7,55000
TPI,MAZDA,1,84,0.0388,8,140000
JLG,PERODUA,1,108,0.0478,6,23000
JLG,PERODUA,1,84,0.0468,9,28500
BKI,PERODUA,1,108,0.0435,7,60000
TGK,TOYOTA,1,60,0.0398,5,55000
SRB,PERODUA,1,108,0.049,4,19400
MJL,HONDA,1,60,0.0396,5,70000
BBD,MAZDA,0,84,0.039,9,116000
BTP,PERODUA,1,84,0.0459,10,50400
TPI,PERODUA,1,36,0.0521,7,20000
IIS,PERODUA,1,108,0.0468,5,41900
BKF,PERODUA,1,108,0.0487,4,33900
ATW,PERODUA,1,108,0.0492,5,35000
KTA,TOYOTA,1,84,0.0381,9,350000
PCJ,HONDA,1,108,0.0395,6,99000
TPI,PERODUA,1,60,0.0457,6,31800
KMT,PERODUA,1,108,0.0492,5,28700
KTA,PERODUA,1,84,0.0449,5,44800
KLA,HONDA,1,108,0.0393,5,67200
SAN,MAZDA,1,60,0.0387,5,70000
KLA,TOYOTA,1,84,0.0393,6,50000
SRB,HONDA,1,84,0.0391,7,83000
DUT,KIA,0,108,0.0403,8,107000
BKI,PERODUA,1,108,0.0487,4,44700
KTN,PROTON,1,108,0.0403,8,114700
MLK,MITSUBISHI,1,108,0.039,6,105000
BKI,ISUZU,1,108,0.0407,5,120600
KGR,NISSAN,1,108,0.0394,5,61100
BHU,PERODUA,1,108,0.049,5,43300
SS2,PERODUA,1,84,0.0448,5,46000
MLK,PERODUA,1,96,0.0466,5,31800
IIS,TOYOTA,1,60,0.04,9,50000
JLG,PERODUA,1,60,0.0415,7,45000
TPI,PERODUA,1,84,0.0473,7,46700
KLA,TOYOTA,1,60,0.0401,10,50000
KLA,PROTON,1,60,0.0393,6,80000
SKD,PERODUA,1,84,0.0456,8,38000
PKG,PERODUA,1,108,0.0501,5,30300
PCJ,PROTON,1,84,0.0391,6,108000
TGM,PERODUA,1,108,0.049,5,43300
BTP,PERODUA,1,108,0.0464,4,36900
KMA,PERODUA,1,84,0.0467,9,34900
KRP,TOYOTA,1,108,0.040999999999999995,5,69300
PCJ,PERODUA,1,108,0.0476,5,50200
BKI,PERODUA,1,108,0.0495,10,33500
BNT,PROTON,0,96,0.0397,5,110000
TSP,PROTON,1,60,0.0453,5,36000
PCJ,MITSUBISHI,0,108,0.0405,6,85000
KUL,HONDA,1,108,0.0396,6,70000
BKI,PERODUA,1,108,0.0495,3,35500
BKS,VOLKSWAGEN,1,84,0.0388,9,145000
TST,HONDA,1,84,0.0385,8,84000
SPI,MAZDA,1,84,0.0391,5,100000
JLG,PROTON,1,108,0.0456,6,47000
GRN,PERODUA,1,48,0.044000000000000004,10,40000
MUR,PERODUA,1,108,0.0468,7,32000
MUR,PERODUA,1,60,0.046,3,28000
TSR,PERODUA,1,108,0.047,5,42000
SS2,HONDA,1,108,0.0391,7,110000
BTU,TOYOTA,1,96,0.0402,6,100000
KBH,PERODUA,1,108,0.049,5,40000
TPI,TOYOTA,1,108,0.0408,5,55600
KTA,NISSAN,1,108,0.0398,6,139000
KMA,HONDA,1,108,0.04,6,61000
JLG,BMW,1,108,0.039,9,260000
TPI,MAZDA,1,60,0.0376,9,160000
KMT,PERODUA,1,108,0.0459,4,46700
SS2,PORSCHE,0,60,0.0376,9,500000
IPH,PERODUA,1,84,0.0499,4,25000
BKF,PROTON,1,60,0.0444,8,46900
BHU,PERODUA,1,108,0.0484,6,50800
BTP,TOYOTA,1,84,0.0397,5,63500
KMA,KIA,1,108,0.0406,4,41700
KLA,HONDA,1,36,0.043,5,36000
BTP,PERODUA,1,84,0.0483,5,40000
TMD,PROTON,1,36,0.0413,10,50000
RHP,NISSAN,1,60,0.0388,7,80000
TPI,VOLKSWAGEN,1,84,0.0393,10,84000
KLA,PERODUA,1,108,0.0489,5,39000
TMD,PERODUA,1,108,0.0477,5,47500
TIN,PERODUA,1,60,0.048,4,30000
KTN,PROTON,1,108,0.0479,5,38100
BKI,PROTON,1,108,0.0495,5,34300
TSS,NISSAN,1,84,0.0396,8,124000
TMP,PERODUA,1,60,0.045,6,50000
UKP,PERODUA,1,84,0.046,6,32600
KLA,TOYOTA,1,108,0.0394,9,170000
KTA,HONDA,1,108,0.0411,5,63000
KLA,HONDA,1,108,0.0389,6,98000
KLU,VOLKSWAGEN,1,108,0.0409,10,79000
BKI,PERODUA,1,108,0.0486,10,48000
BTP,PROTON,1,108,0.0481,4,34800
TMD,PERODUA,1,60,0.046,7,30000
SJA,PERODUA,1,108,0.0481,6,44700
KLA,PROTON,1,84,0.0478,5,36000
TIN,HONDA,1,108,0.0406,5,75000
KTA,HONDA,1,108,0.0409,9,77400
PCJ,PERODUA,1,84,0.0455,10,44700
BTP,TOYOTA,1,48,0.0392,6,60000
SGG,TOYOTA,1,84,0.0386,7,98000
TPI,HONDA,1,60,0.0398,8,62000
TPI,PERODUA,1,60,0.046,9,44700
KLU,PROTON,1,108,0.0454,8,55500
KRP,NISSAN,1,108,0.0387,9,139900
SS2,TOYOTA,1,84,0.0393,5,85000
BCM,PERODUA,1,60,0.0488,10,30000
MBU,PERODUA,1,108,0.0463,6,35000
KBH,PROTON,0,108,0.04,7,88000
APR,HONDA,1,108,0.0404,5,68000
SS2,PERODUA,1,84,0.0415,9,72000
SRB,ISUZU,0,108,0.040999999999999995,6,100000
TPI,PERODUA,1,108,0.0486,5,47100
PCP,PERODUA,1,108,0.0465,8,41000
BMC,PROTON,1,108,0.0475,7,43500
BKI,PROTON,1,108,0.0493,5,34000
SS2,BMW,1,84,0.0376,9,180000
MUR,MAZDA,0,108,0.0399,9,115000
KMA,PERODUA,1,108,0.0419,7,70500
TMD,MERCEDES BENZ,1,60,0.0378,8,200000
KTA,PROTON,1,108,0.0491,10,26300
TMH,HONDA,1,84,0.0388,5,68000
KLA,PROTON,1,108,0.0483,10,52400
BCM,PERODUA,1,108,0.0424,5,71200
LHD,HONDA,0,108,0.0406,6,106000
TAI,PROTON,1,108,0.040999999999999995,5,75000
TPI,TOYOTA,1,108,0.0392,6,75500
PCJ,PROTON,1,60,0.0454,5,35000
KLA,NISSAN,1,84,0.039,9,121000
TPI,NISSAN,1,60,0.0387,9,105000
ATH,MAZDA,1,108,0.0386,8,160000
STW,TOYOTA,1,60,0.0382,9,100000
KC1,PERODUA,1,84,0.0415,7,60000
TPI,PROTON,1,108,0.0492,4,38100
BTP,PERODUA,1,60,0.0457,9,30000
RHP,PERODUA,1,36,0.0511,10,22000
RHP,KIA,1,84,0.0405,7,38000
SS2,PERODUA,1,36,0.0505,6,25000
THO,VOLKSWAGEN,0,108,0.04,8,160000
KTA,HONDA,1,108,0.0391,7,108500
BMC,PERODUA,1,60,0.0418,6,72200
MAS,PROTON,1,108,0.048,5,37100
TPI,LEXUS,1,84,0.0378,9,200000
TPI,MAZDA,0,84,0.039,9,111800
RWG,NISSAN,1,108,0.0398,6,134900
UTA,HONDA,1,60,0.0387,8,100000
KLA,PERODUA,1,48,0.0473,10,31000
KLA,HONDA,1,108,0.0396,5,66000
JTA,PROTON,1,84,0.0451,6,40800
IIS,HONDA,1,60,0.0399,1,60000
PCJ,MERCEDES BENZ,1,84,0.0383,9,220000
IIS,PERODUA,1,108,0.0485,6,50200
TPI,PROTON,1,108,0.0484,9,38800
BKI,PERODUA,1,108,0.05,5,23200
KTA,TOYOTA,1,108,0.0401,6,85000
SBW,PERODUA,0,108,0.0487,10,45400
SRB,HONDA,1,108,0.04,7,116000
RHP,PERODUA,1,108,0.0487,4,21800
BKI,PERODUA,1,84,0.0495,5,21000
UEP,NISSAN,1,36,0.044000000000000004,10,35000
TPI,PROTON,1,108,0.0481,5,45000
KLA,PROTON,1,108,0.049,4,34500
PNT,TOYOTA,1,108,0.0387,6,137800
TPI,PERODUA,1,84,0.0452,6,39000
KLA,TOYOTA,1,108,0.0392,5,72000
TSK,PERODUA,0,108,0.0493,4,44400
PCJ,TOYOTA,1,84,0.0397,10,55000
BKI,HONDA,1,108,0.0404,7,154800
APR,PERODUA,1,108,0.046,5,40100
KMN,KIA,1,60,0.0398,5,44800
PTK,PERODUA,0,60,0.0468,3,28000
SS2,PERODUA,1,108,0.047,9,44000
KTU,PERODUA,1,108,0.0469,5,34200
KRP,PERODUA,1,108,0.049,4,40200
BTP,PERODUA,1,108,0.0515,5,30000
KLA,TOYOTA,1,108,0.0388,10,110000
ASB,BMW,1,108,0.0395,9,150000
KBH,PROTON,1,108,0.0403,7,100000
STW,TOYOTA,1,108,0.0391,6,71100
PCJ,PROTON,1,48,0.046,8,40000
TSQ,TOYOTA,1,60,0.0421,8,30000
SNG,HAVAL,0,60,0.0477,5,30000
TPI,HONDA,1,84,0.04,7,75000
GOM,PERODUA,1,108,0.0493,5,39000
SRD,PERODUA,1,108,0.049,5,32100
SWY,PERODUA,1,108,0.0499,5,38900
PCJ,PROTON,1,60,0.0444,10,45900
MLK,PERODUA,1,108,0.0489,7,32000
RUB,PERODUA,1,108,0.0466,9,44500
SJR,TOYOTA,1,108,0.040999999999999995,5,70000
SS2,MAZDA,1,60,0.0387,9,100000
MLR,MITSUBISHI,0,84,0.0395,7,90000
IIS,PERODUA,1,108,0.0495,5,39000
PCJ,HONDA,1,36,0.0413,6,53000
TIN,TOYOTA,1,84,0.0407,5,43000
MUR,PROTON,1,108,0.0479,4,36900
PCJ,TOYOTA,1,84,0.0395,6,75000
JKN,HONDA,1,84,0.0401,5,50000
KMA,PERODUA,1,84,0.0415,5,60400
RUB,TOYOTA,1,36,0.0415,9,55000
KCH,PERODUA,1,108,0.049,4,40700
KRP,TOYOTA,1,84,0.0384,8,177000
PCJ,MAZDA,1,48,0.0375,9,120000
ATW,PERODUA,1,108,0.0452,4,51000
TSS,NISSAN,0,108,0.0408,7,118000
KRP,HONDA,1,84,0.039,10,89500
IPH,PERODUA,1,36,0.0467,9,40000
TPI,NISSAN,1,108,0.0398,9,133300
KLA,PERODUA,1,108,0.0477,6,56400
APR,PERODUA,1,108,0.05,5,50000
TPI,TOYOTA,1,108,0.0403,5,77900
MUR,PROTON,1,60,0.0456,5,33000
RHP,PERODUA,1,108,0.0475,10,34300
PCJ,TOYOTA,1,60,0.039,7,50000
BTU,PERODUA,1,72,0.0471,5,27000
IIS,PROTON,1,108,0.0482,4,33400
SBW,MITSUOKA,0,60,0.038,9,200000
KLG,PERODUA,1,60,0.046,10,30000
